TABLE CalCosmicEnergyCalib
291,648.23,15.20,53.60,15.66,119.85,27.86,0.92834,240
292,581.84,9.39,62.24,9.64,94.38,15.44,1.18887,312
293,619.97,10.16,51.50,10.81,87.71,17.52,1.05711,315
294,611.07,13.19,48.63,11.37,127.08,18.11,0.78065,348
295,629.74,11.94,48.77,10.39,114.19,16.97,0.84210,351
296,598.47,10.68,47.31,9.57,112.70,16.91,0.96435,394
297,627.51,10.77,57.09,10.71,104.81,18.51,1.01033,399
298,623.80,9.68,49.29,7.91,112.14,14.09,1.18736,495
299,567.18,7.80,52.01,6.91,86.38,13.13,1.05434,493
300,536.96,7.97,51.50,6.79,58.09,20.58,1.08665,424
301,581.94,8.99,45.58,7.83,90.49,15.28,0.49095,423
302,593.90,9.02,52.85,8.19,89.38,14.74,0.86883,413
303,566.85,9.03,35.88,7.78,88.03,11.88,1.82020,412
304,528.40,9.36,55.57,8.81,79.03,17.54,0.75851,332
305,578.74,10.20,43.63,8.84,93.22,19.79,0.81857,330
306,623.33,8.48,53.32,8.23,80.94,13.36,0.74587,386
307,819.21,244.98,618.77,1188.66,61.91,1903.96,5.58069,389
308,550.03,6.63,47.93,6.19,43.49,16.35,1.24904,349
309,498.72,9.32,34.49,7.45,87.21,12.73,1.10458,344
310,601.94,8.62,50.93,9.52,52.35,26.69,1.48102,333
311,611.10,10.25,30.79,8.06,92.79,15.71,1.20208,329
312,674.32,15.38,58.91,15.50,137.26,21.77,0.98972,330
313,676.79,15.82,49.24,12.41,142.71,19.45,0.76549,329
314,576.42,10.50,58.41,9.76,93.05,19.05,0.88664,334
315,604.98,11.43,54.35,10.59,109.12,20.06,0.79308,332
316,549.39,12.89,52.64,12.32,99.46,21.85,0.94212,261
317,573.47,10.99,73.35,11.18,32.87,40.29,1.02629,262
318,541.81,16.11,71.26,17.97,109.78,25.46,0.48709,242
319,598.39,11.20,72.25,12.81,41.08,45.76,1.04443,242
320,612.26,12.74,60.54,13.67,102.85,19.31,1.30254,302
321,623.03,17.22,53.37,14.45,149.81,22.50,0.61416,300
322,618.54,15.97,70.20,16.47,133.50,23.94,1.10594,302
323,651.61,15.62,71.71,15.86,133.17,24.56,1.03748,306
324,513.44,11.70,59.91,12.74,91.09,20.01,0.94248,281
325,762.63,15.18,85.17,18.38,119.50,35.63,0.94646,293
326,652.99,13.67,71.54,12.92,84.48,45.39,1.53311,313
327,644.17,10.56,61.68,10.61,87.24,21.66,0.89244,311
328,582.04,12.86,43.43,10.95,109.67,17.42,0.82531,289
329,598.06,12.66,71.74,14.46,97.57,22.31,0.77240,293
330,670.79,16.81,55.21,14.95,149.25,26.28,1.17235,317
331,634.04,19.49,71.02,18.45,174.27,30.43,0.90346,319
332,536.17,12.11,64.61,12.16,99.14,21.31,0.44566,301
333,561.22,12.11,61.33,13.48,94.25,34.27,1.34900,300
334,563.61,13.67,54.48,12.85,112.34,19.91,1.01965,302
335,550.59,9.69,53.72,11.18,67.41,17.46,1.76254,303
336,519.99,12.48,52.99,10.46,109.61,18.37,0.63136,341
337,606.53,15.05,62.15,13.57,139.07,21.08,0.75562,345
338,571.88,10.17,60.73,10.82,86.28,20.14,1.33819,345
339,568.04,13.47,66.26,13.49,119.07,20.53,1.17923,343
340,629.94,9.97,61.11,10.14,88.92,16.92,1.05935,364
341,673.79,10.74,61.45,10.69,100.66,18.92,1.03505,370
342,620.70,13.35,53.34,11.29,130.51,20.55,0.80010,373
343,630.85,11.68,54.69,10.97,119.78,17.64,0.81387,374
344,615.45,16.05,58.82,13.21,140.75,23.95,0.75602,352
345,626.26,17.85,52.37,14.37,148.70,21.75,0.98691,352
346,536.50,12.55,31.66,9.23,114.47,13.83,1.10078,338
347,603.11,13.68,39.95,10.28,129.60,16.16,0.82526,347
348,606.65,10.69,53.72,9.64,90.70,22.15,1.54431,318
349,656.67,9.53,66.26,10.31,66.37,20.20,0.94345,320
350,510.94,9.89,58.17,10.91,82.69,16.77,0.64794,311
351,529.90,11.15,46.93,10.06,95.85,16.09,0.76900,308
352,590.72,10.53,47.89,9.12,112.00,16.22,0.80501,406
353,612.62,11.52,44.45,9.39,108.11,16.24,0.97877,414
354,561.40,9.28,57.25,9.26,87.31,16.06,1.13822,432
355,572.62,9.93,56.39,9.49,105.06,15.82,0.85848,428
